_Customer_ID,Full_Name,Gen,Age,Address,City,State,PostalCode,Country,Phone,E_Mail,Update_Date,Status,Updated_by
1091,Pat Walls,M,45,201 North Franklin Street,Tampa,FL,33602,,8132733029,SYSTEMMIGRATIONFAILED,9/10/16,Inactive,SYSTEM
1095,Paul Lindstrom,M,46,701 North 7th Street,Kansas City,KS,66101,U.S.A.,(913) 573-5700,SYSTEMMIGRATIONFAILED,9/10/16,Active,SYSTEM
1096,Paul Somogye,M,35,3130 Broadway Street,Kansas City,MO,64111,US,(816) 756-1060,mailto:Paul.Somogye@techlearning.com,9/10/16,A,A_Jones
1098,Pete Thomas,M,44,4002 Whisky Rd,Norcross,GA,30092,US,(404) 448-5210,SYSTEMMIGRATIONFAILED,9/10/16,Active,SYSTEM
1099,Peter Doyle,M,45,1200 New Hampshire Avenue North West,Washington,DC,20036,US,(202) 857-2634,SYSTEMMIGRATIONFAILED,9/10/16,Active,SYSTEM
1102,Phyllis Jackson,F,29,9523 Kings Court,Atlanta,GA,30305,US,,SYSTEMMIGRATIONFAILED,9/10/16,Active,SYSTEM
1103,Ronald Orbach,M,43,1 Mobay Road,Pittsburgh,PA,15205,,4127772439,<Ronald.Orbach@i4u.com>,9/10/16,Active,SYSTEM
1104,Ray Ruybalid,M,30,2302 The Corners Parkway,Norcross,GA,30092,US,(404) 448-5210,mailto:Ray.Ruybalid@retrevo.com,9/10/16,A,M_Jackson
1105,Richard Coleman,M,35,2505 Piedra Drive,Plano,TX,75023,US,(972) 758-9343,<Richard.Coleman@themekit.com>,9/10/16,Active,SYSTEM
1106,Rick Brattin,M,22,2130 South Lewis Avenue,Tulsa,OK,74136,USA,(918) 488-4007,mailto:Rick.Brattin@oasispark.net,9/10/16,A,M_Jackson
1108,Robert Sharkey,M,33,3030 South Wacker Drive,Chicago,IL,60606,US,(312) 558-7972,mailto:Robert.Sharkey@planetgreen.discovery.com,9/10/16,A,M_Jackson
1109,Robert Thronson,M,40,2937 Fillmore Street,San Francisco,CA,94123,US,(415) 921-7805,SYSTEMMIGRATIONFAILED,9/10/16,Active,SYSTEM
1111,Ronald Smith,M,59,306 East 12th Street,Kansas City,MO,64106,US,(816) 871-7130,SYSTEMMIGRATIONFAILED,9/10/16,Active,SYSTEM
1112,Ronald Zimmer,M,32,902 Tyler Ct,Allen,TX,75013,US,(972) 583-2232,SYSTEMMIGRATIONFAILED,9/10/16,Active,SYSTEM
1113,Sam Mcbrier,M,43,30 Voice Road,Carle Place,NY,11514,,(516) 747-4030,SYSTEMMIGRATIONFAILED,9/10/16,Active,SYSTEM
1114,Sam Wyman,M,24,1401 K Street North West,Washington,DC,20005,US,,<Sam.Wyman@enature.com>,9/10/16,Active,SYSTEM
1116,Sebastian Taylor,M,43,10440 North Central Expy,Dallas,TX,75231,US,(888) 404-6478,mailto:Sebastian.Taylor@fool.com,9/10/16,A,M_Jackson
1117,Sheri Mcburrows,F,40,2683 Prairie Avenue,Chicago,IL,60201,US,,mailto:Sheri.Mcburrows@medscape.com,9/10/16,A,M_Jackson
1119,Jackson Greene,M,33,2002 Pisgah Church Road,Greensboro,NC,27455,US,,mailto:Jackson.Greene@aesthetic.com,9/10/16,Inactive,M_Jackson
1120,Susan Moorhead,F,49,10010 Junction Drive,Annapolis Jct,MD,20701,US,(301) 497-4505,Susan .Moorhead@whitehouse.gov,9/10/16,Active,F.West
1121,Susan Parrott,F,33,1803 The Corners Parkway,Norcross,GA,30092,US,(404) 446-0420,<Susan.Parrott@retrevo.com>,9/10/16,Active,SYSTEM
1123,Thomas Allen,M,30,,,,,US,,<Thomas.Allen@cnet.com>,9/10/16,Active,SYSTEM
1125,Tom Still,M,20,,Greensboro,NC,27455,US,(910) 282-3690,,9/10/16,I,A_Jones
1127,Tony George,M,25,5400 Bayfront Plaza,Santa Clara,CA,95054,USA,,<Tony.George@zombie.com>,9/10/16,Active,SYSTEM
1128,John Gonzalez,M,49,,,,,US,9726561059,mailto:John.Gonzalez@valor.org,9/10/16,A,A_Jones
1129,Victor Corral,M,40,135 East Ortega Street,Santa Barbara,CA,93101,US,(805) 963-1619,,9/10/16,A,A_Jones
1130,David W Grogan,M,41,6625 The Corners Parkway,Norcross,GA,30092,US,(404) 448-5210,<David.Grogan@retrevo.com>,9/10/16,Active,SYSTEM
1131,David Grogan,M,41,6625 The Corners Parkway,Norcross,GA,30092,US,(404) 448-5210,<DW.Grogan@retrevo.com>,9/10/16,Active,SYSTEM
